id number,business_id,date,review_id,stars,text,type,user_id,cool,useful,funny,id,Ariel,Ella
,A5jJS6lNQbJXjPzBkTnjNQ,2012-05-10,uOVl50PKs9Y0G2VDnyQw5Q,3,"Lavelle's just opened the end of April. So far I've been twice once for lunch and once for ice cream. Both times I waited about 15 minutes. Understandable considering their new. I wanted to make my own type of sandwich and the older women said they don't do that. Okay. So I wanted to get the arizona sandwich with a different bread, she says the bread change is 1.00. Really?! Sandwich also had no mayo/mustard. All in all it's good to have new restaurants out here, but this one is just okay.

**Update: I have went in on 2 different dates to get ice cream. Only to find out the 2 flavors I want are gone. Should get back-ups of their items.",review,XvRFOE5-d32wLTrleI9Utg,0,0,0,2497,1,1
,NtmLlKfCFfM0K5j6WWKxQA,2012-08-06,k1ZBs68QktWpk7dBL5IM7g,1,Will never eat here again. Sandwich was meteocre and overpriced. On top Of that I was charged more than I was told the total was. Horrible first time experience!,review,0wudtUcAW7jpufwV2xB3kw,0,0,0,2760,1,1
,FCJHirFzEtj4M1VcuaKieg,2012-10-21,EhuilB1OjYUS16-1CEMM4Q,5,"Any parent with young children can vouch for me on this one...keeping the attention of a three year old is, to say the least, difficult. They need constant stimulation, otherwise, there very well may be hell to pay!

Enter, the Children's Museum of Phoenix!

The facility is an old school, converted into three stories of pure fun and energy! 

After you pay your standard $11/person older than 1 (or your $22 for up to four people with a Groupon), you encounter a three story art project that can only be described as AWESOME! There are multiple ways in which your children can traverse this mammoth. The various pathways challenge children in strength, balance, and critical thinking skills...all of the ways you want to challenge your child!

After your child has lost interest in this room, you progress to the second floor. Here, children get to experiment with a really cool board that can only be described as ""Plinko-esque"". Here, children can alter the path of a falling object by changing different platforms. My daughter thought I was a genius because I was able to predict where her object would land every time...it's a shame she'll ultimately realize how routine that feat really is.  

After Plinko, children can either go to the trike wash, build forts, or they can head to the art room. After some laps through the wash, my daughter wanted to head into the art room. Being that we went right before Halloween, our child had the opportunity to make black play dough (to make spiders), she got to paint on a giant rocket ship, and then she was able to make a spooky tree out of a brown paper bag. Such simple activities...such great opportunities!

After cleaning all of the paint from her smock, we made the journey up...to the third floor. Here, children get to play grown-ups. There's a mock supermarket that allows children to either shop, ring up merchandise, or work in the stock room of a miniature grocery store.

After shopping, our daughter wanted to work at the little ice cream stand located just outside of the grocery. We had fake ice cream cones and sat at the tiny bistro set while we watched children make their way through the noodle forest. We then made our way to the end of the hall to race miniature race cars on roller skate wheels.

Being only three floors, our day at the museum only lasted a couple of hours...but in those short hours, my daughter never stopped smiling!

How on earth could you rate any place less than five stars when it brings so much joy to YOUR pride and joy?",review,v6rb-4YhADpuD99f3RKmgg,3,3,2,6211,0,0
,l3WML3zeuotwUHzhbwCj_w,2007-07-26,BCfR-9xzSG3aDCGlV3_pTg,4,"I'm pretty much in agreement with the previous five reviews.  A great way to spend the day when it's hitting over a hundred degrees!  It's about a forty-five minute drive from Phoenix.

I went on a Saturday afternoon, around three or so.  So, I missed the huge crowds and rowdy bunch, along with the sun at it's hottest point!  It's about a two to three hour ride from the shuttle drop off point two to the pick up point four.

Rentals are $14/pp, which includes your tube rental and shuttle service.  This is the all day rate, so if you get there in the morning, you can go back again and again.  It's $10/pp without the tube rental.  You can also rent a tube for your ice chest (styrofoam coolers are not recommended as they float away), which is a must as you need to load up on TONS of water and your beverage of choice.

Bring along tons of sunblock and reapply often.  Bring a hat though because you'll be glad you did when you see all the sunburn faces around you.  A few old bedsheets will feel like a godsend on your hot tube, so think about bringing those along too!  And bring along a pair of cheap water shoes or old sneakers because it's definitely rocky and you will need to climb out of the river at the end.  Flip flops or loose sandals are not recommended as you see them floating on by in the fast current.  (Don't be foolish and bring your new expensive sunglasses aka 'spies' to show off because you'll look like an idiot when you lose it!)

And yes, the river is dirty - with river grass, pee, marshmallows, every other kind of food possible, etc.  But you hope with the quick current flowing, that it makes the water less dirty...you hope at least.  And please take your trash with you!  (The shuttle drivers offer decent plastic trash bags for free, so please take a couple with you on the river!)

They require that children be a minimum of 8 years old AND four feet tall before they'll allow you on the shuttles to take you down to the river.  It can be a fast river, but also because of the mostly high school and college aged crowd frequently and dominating the river.

It's open 9 am to 7 pm, seven days a week.  The last tube rental is at 4 pm, and lost tubes will cost you $20 each.  You need a driver's license for every four or five tube rentals.  And no glass containers!  Your ice coolers will be inspected before you're allowed to board!

We're on the lookout for more rivers to float on!",review,zTWH9b_ItSdLOK9ypeFOIw,6,9,4,896,0,1
,ypEtwQHobNJCZvPONO38WQ,2011-10-08,EQwasbNyl0Hg74rzrkajdA,5,"Fantastic experience from valet to dessert!! Boyfriend and I were both very impressed. We were graciously greeted the moment we walked in by a man in a suit who walked us to the restaurant. Our server was knowledgeable about all the items on the menu and suggested some things to try when we were waffling between a few different choices. Cheese trio platter was sooooo good. I'll be getting that every time we come here and it was the perfect size for the two of us to share. I had the beet salad which was very good. Love the candied walnuts in it. Boyfriend had the lamb which he said was perfect: Tender, juicy and delicious!  The breads that came at the beginning of the meal were obviously homemade and fresh. Even the coffee was good. It's very rare for us to find a place that does it right so completely but I think we've found it.  Service was fantastic! Our glasses were never empty and we were well attended without being pestered. Could it be possible I can't find anything to criticize?! I can't. Love this place.",review,-IQPD7ZO9n7iwUeHBhLJ9A,0,1,0,5661,0,0
,sbsFamEj5wDxNAjUKrMcSw,2011-04-28,vORvL230ao0qnbL390tH_w,5,"I frequent RnR quite a bit for happy hour.  I've been here tons of times since I moved to AZ.  Definetly one of the best happy hours in old town.  Happy hour from 4-7 LOVE IT (I get mad when places are 3-6- who gets off work that early??).  And pretty every drink is on special during happy hour.  Really cheap wine, beer, and liquor.  
Ya their food isn't orgasm AMAZING but it's pretty good.  I've havn't disliked anything I've tried there.  
I love the atmosphere and outdoor patio on both levels.
I've been for breakfast too and the bottomless mimosas are wonderful.  They keep em coming.  The food is good breakfast food.  
I take family/friends from out of town here for happy hours.
I love this place I don't get what the hate is about!",review,NWEKM2JBpPCtvGtIsRAgMw,0,1,0,4104,0,0
,DxUn-ukNL27GOuwjnFGFKA,2008-06-03,FxvbsDJFS4zJ7M36SqBITw,5,"Japanese chefs, top notch sashimi, affordable neighborhood sushi place! 5/5

I'd lived in Japan before and this place can beat those in Tokyo! If you go to Hiro, you have to order their sashimi. We always order scallops sashimi, yellow tail, salmon, toro sashimi and uni (sea urchin)! Their rolls are amazing too. All sashimi comes in a big-fat-lap portion! Very fresh! The service is great too.",review,vC-9ROCPBhWuXtMcBNeDiQ,0,3,0,2415,0,0
,VKNl2-aF4n1x7lPVyU-Mag,2011-02-22,oC3NTNCTczDMrYQeTQO0Hg,4,"EXCELLENT!  What a fun time we had.  Hubby and I went out for my bday celebration and were so glad that we did.  What a fun and comfortable experience.  We walked in and were greeted right away.  We had made reservations but there was absolutely no reason to.  It was a Monday night and really @ 7:30 there wasn't a whole lot going on.  

Alec was our server.  We opted to sit in the bar area.  Same menu available.  We started off with the Haas Guac and the Green Chile Stew.  We initially made the mistake thinking that the stew was going to be like the kind @ Roaring Fork.  It's not.  They would do themselves a favor if they called it hash.  I suppose hash is not as appealing as stew.  Nonetheless it was good.  The little fry breads that they give were not my favorite but it was good with the chips that came with the guac.  I had the pork tenderloin and hubs had the mac and cheese with chicken.  Both good.  Really good.  

It would have been a five star review but there was something weird tasting in my diet coke.  Like soap or something.  Hubby thought maybe it was because they probably didn't sell a whole lot of soda product. I dunno.  Could have been the straw, the glass, syrup ratio to C02. 

And by far which is probably the best part of the restaurant.  THE BEST CHAIRS in the world.  So comfy.  So plush.  You could sit there for hours and never leave.  IF you had them in your home you would never leave.  EVER!!!!",review,yoQAZWDdBW3kQH7geFEoWA,0,1,0,1403,0,0
,yc5AH9H71xJidA_J2mChLA,2011-07-03,TD0AUwaxILhgrK37MduxQg,2,"We planned a happy hour here this past Fri night.  I had heard good things so I was really looking forward to some fun with good friends and good beer.  Unfortunately, I was drastically disappointed.  The service was absolutely terrible.  
The question of ""What do you have on tap?"" should not be a difficult one to answer.  Our server didnt feel like answering and instead pointed to the menus with attitude as if we were making her night miserable.  
Strike One.

Our group quickly turned from 4 to 8.  When we turned to our server to assist us in relocating to a larger table, she told us we could look around if we wanted to, but she didnt think it was possible to accomodate a party of 8.  We asked about the upstairs and she told us there was a private party and no room.   A friend of mine went up anyways, to see a perfectly open table with 8 lovely chairs.  He asked the private party, which was paying the check and getting ready to leave, if they minded we sit at the other table.  Of course, they didnt care at all and we moved ourselves.
Strike Two.

Despite the bad attitude and completely unaccomodating service, we managed to rack up quite a bill between all of us.  I waited tables for four years and consider it a given with such a large party and hefty bill to offer separate checks.  Before we could even ask, the SINGLE check was dropped with 18% Gratuity added to it.       
Stike Three.

The food was average at best.  I've had better Potato Skins at TGI Fridays.  Its a shame, because this place is a $5 cab ride from my home and I really wanted to like it.  

I will make the drive to Rula Bula over this place any day.",review,9J2qULE0Fn56Wy1yK--frA,0,3,0,3073,1,1
,-vHWAsiX0iHWJw-pkqv32Q,2012-09-29,ONfSQ3RXI7T1yalj9fzkZw,4,"Great place. Sushi was not wrapped up tied enough so it tended to fall apart. Also the roll was a bit thick that it is hard to fit it in your mouth (yeah, that's what she said:)",review,mbQpxYZ1yZqEsdxOnZmD8g,0,1,0,6850,0,0
,UETunq2HsmwW9pbsSGWZ6g,2012-09-03,wkGiNk7n8fvdvWY0wSdDtw,3,"Went to Deer Garden Signature last night with my wife for dinner.  We had just returned from our Labor Day Week trip.  

I ordered a fish soup with dumpling, fish balls, and Korean crystal noodles.  My wife ordered preserved pork in a clay pot.  

The preserved pork in clay pot did not seem to interest me.  To me it looked like sausage with rice, and nothing particularly interesting.

The soup was actually pretty good.  My wife and I liked it much better.  

The only thing we think they could have done better is the following:

My wife and I were not exactly familiar with the style of food.  My wife is Vietnamese.  Maybe as part of the banner for the restaurant they should put Guandong Style Cuisine under the name.  

Otherwise the food is pretty good.  

Rahul Iyer",review,7knTjXA1lNJw7AMIIJi4YQ,0,1,1,5709,0,0
,BL3SqCfSJuDTNDR9_b9NdQ,2011-03-24,g2aCQ84DUNbhZjk1CCMCWA,4,"Pretty yum! Some friends and i decided to bike here last Saturday afternoon and this was one of the places we ventured! I only had the drunken geisha during happy hour and it was delicious! Others grabbed some food and i didn't hear any complaints. Our server was awesome and even put our last round of drinks on ""hold"" for Happy hour pricing, which was extremely kind of her! Nice patio, and great happy hour prices.

P.S. i would not come here during regular pricing hours.",review,4mr5Ys9VKe87c_kgpRbQ0Q,0,0,0,4959,0,0
,xL7H-eMQDE-y23VL7MpLsA,2010-02-17,lXVF7nz1SdwRp3DW8zqnkA,5,"Restaurant 28 is a solid hole-in-the-wall that's pretty easy to miss, but it's definitely worth a stop.  On my visits I've gotten brisket and other barbecue, and my friends swear by the chicken and say it's some of their favorite chicken in the Valley.  The hush puppies are great- the greens are good too.

Another review said it well when they said this place doesn't underseason food.  Every time I've gone it hasn't been bland- it's got some great flavor and it's tasty stuff.

It's in a pretty dull area where there isn't much else to do, or I'd be out there more often.  It's a tiny place too but I've never been in and had it be hugely busy or busy to the point that waiting was crazy.

Definitely recommended, and I hope they're able to grow and thrive.",review,YEp3lrsXDGDbLT3cFRHT7g,0,0,0,1305,0,0
,qMkIbQFrROSnPaQ7at85-w,2010-02-13,lkW5sIbOqiYRQbkpera8dg,4,"I agree with others that it seems a bit expensive at $15- but that still would not steer me away from going.

For the first time in about 8 years I found myself at the DBG with some out of town family. Wanting to enjoy the weather (since they had just escaped the cold grey winter of Detroit) the gardens were the perfect spot. The garden is equipped with wide paths and plenty of benches to help the old timers pace themselves. It helps remind us city dwellers of the beauty the desert can have and how unique Phoenix truly is.",review,gTCM7qlVrwdml-hFB6aJqQ,2,2,2,257,0,0
,UJBSI5HydQgUhlTkC8ODDw,2012-05-01,_GvHt8v82Rv1-GpyBK7BbA,4,"I love their strawberry drink, its not really agua fresca because it's a little on the thicker side, but still tasty.. I've tried their sonoran dog & it wasn't that great. It was too soggy. (Get your ass to Tucson to experience a good sonoran dog). (FYI: El Guero Canelo is amazing!)
I've also tried their menudo & carne asada torta. But my favorite is the California Burrito. If your in the area & want Mexican food it's a great place to go.",review,utvgWVQlAgxaOuc8SRhGtQ,0,1,0,5141,0,0
,4Pf9DQBcR23A6Lg2pDsrBQ,2010-08-24,Mip5sNSzUbmG1rnjzbYO-Q,4,"This is one of my favorite theaters.  

It's a little known fact that the first showing of the day for any film is only $5.  This keeps my wife and I coming back.  One of our favorite things is to see a movie at 9am and hit a great spot for brunch afterwards.  And yes, they don't mind when you show up in pajamas with Starbucks.

A great time!",review,eRtuJOuHBXoJ3GRlAe_eTw,2,4,1,4305,0,0
,oSDf6BHiMlKGZdFFmIo6NQ,2012-10-16,Pviwc4jGf2dia6zKYc9CAA,5,Best breakfast in west Chandler!  I love their crepe eggs and calorie/nutritional info printed on the menu.,review,jMyy4KU2SuJ6FhWtgLqRwQ,0,1,0,2254,0,0
,52QtjHlHoa7V611bOvv1aw,2009-05-15,wsL6xjTh8VTpDH1e85pwfw,2,"Just not a great Sushi Roku location.  The service was okay and the ambience was too - but the food wasn't fabulous and the sushi chef knew very little of the food he was serving.  When sitting at the sushi bar in a 'fine dining' japanese restaurant you kind of expect the chefs to be spot on and knowlegable about the food.  Not the case here.  If you want to spend this kind of money, go to Roka Akur - it's fantastic and worth every penny.",review,Eo0o6m0gKBMgmooN_ZeFGw,0,0,0,1977,1,1
,6nH0DLfofTytTeZJSkprgw,2012-04-29,klP9dr23QB7nsJS48HJTaQ,4,"A very inconspicuous  coffee shop located right below Elizabeth Arden's Red Door Spa. 

They have a couple of pastries but just ordered an iced coffee for $3.00. It was a bit ''watery'' for my taste but on a hot afternoon, it hit the spot. 

Wish they had sugar water to flavor it but didn't see it available.",review,chI2p-ROg2tXI2-tT2_G2A,0,1,0,9128,0,0
,wNsmt1hF1uv3YvbwXZMAoQ,2011-11-21,HFJJuXBzbcIxWVEP0BojdQ,3,"First off, let me congratulate OHSO on being open for business!  I was thrilled to see another local watering hole open in the neighborhood.  I frequent Arcadia Tavern and JT's often and will most likely add O.H.S.O to the rotation.  Upon entering OHSO, I remember my first impression being ""Is this place really ready to be open for business"".  I noticed a few unfinished details on the building (maybe intentionally) that left me wondering if this place decided to open overnight.

Simple said, I appreciate good service.  There was a lack of this at O.H.S.O.  We were not greeted when we walked in.  There was a group of employees talking at the host stand and I had to approach them before they recognized our group.  They quickly said it was open seating and got back to their converstaion.  We grabbed seats in a booth in the bar area.  We probably sat there for about 5 mins trying to make sense of the various colored menus strewn across the table.  As we were all very thirsty for a cold beer, we decided to finally order at the bar.  Someone eventually came by.

After some of our party left, 2 of us moved up to the bar and asked the bartender a few questions.  No one seemed to know what was going on.  Everyone appeared to be extremely busy with ""busy work"" instead of helping the patrons.  Seemed like a lack of training with the staff.  Overall, I think this place has the potential to be a cool spot and truly hope it does well.  If I could offer a few suggestions, they would be:

1.  Have a dedicated host(s) greet people at the front door.  Take a hint from Arcadia Tavern.  I have never walked in there and not been greeted by a friendly smile.
2.  Get the music in order.  If you want to a progressive/hip local brewery, you are going to have to do better than a ""killers"" album that was popular 4 years ago.
3.  You have something that people want...BEER!  It's great service and attention to detail that will keep patrons coming back.

I look forward to my next visit and I hope some of these kinks are worked out.",review,COfMgkFjxBwKD_RAmQ1BCA,0,5,0,4187,1,0
,Zu93JuSKbponnD3Mx5zpEg,2010-02-23,hie8AIcS7Ex-gkXxFnfqZQ,4,"This place was never attractive to me, until it was the only place showing a good documentary I wanted to watch. Nice surprise! I only expect to see other good alternative movies here more often.",review,LqgGgWi3FLHBViX9tmZ9sw,1,2,0,2219,0,0
,Sb1_G-DMy26YHafNxxhVrQ,2011-08-02,N_VjIz6pErO-9jKNOWVouQ,4,"Decent farmers market with several friendly vendors.

Look for the jalopeno peanut brittle, the incredible maccaroons, sweet republic ice cream and crepes from torched goodness! lots of yumminess and it is dog-friendly!",review,xZvRLPJ1ixhFVomkXSfXAw,0,1,1,8981,0,0
,-sC66z4SO3tR7nFCjfQwuQ,2010-07-01,haaVtb7DSBXxjnagja8x-A,5,"This place has negra modelo on tap.  I would almost give them 4 stars alone for that.  The food here is incredible, very reasonably priced, and is mostly locally grown and raised.  Add in there musical taste, a mixture of latin and indie rock, and you have a place about to explode from too much hipster cred.  I mean that in a good way.  We live in the east valley, so this is a haul for us, but this is THE place we take our out of town guests.  Everyone loves it.",review,fSRMo1gMhj89V_Av3KcCLQ,0,1,0,3884,0,0
,Hdi7jkB7pHiM1nyPHcqSdw,2007-07-02,WaFiEBO5YcbwhthmYplNGQ,4,"This would typically be a 3 star review, but it gets another star for the following:

* Great air conditioning
* Arizona's only Neiman Marcus
* Hilarious people watching
* Great happy hour haunts in the basement
* Everyone here has a better tan than I do  

Scottsdale Fashion Square is large and in charge and is definitely a sprawling spectacle to see at least once.   There's no denying that it's a local institution -- even if the store mix is a bit too pricey and exclusive for some.",review,4_YfcfHkCem1onJFkItxjA,4,4,2,3642,0,0
,Yiw1ml0XVBDIQBTLXHNGmQ,2009-04-23,Un0SU5J4GyIm9cJ3twT42g,1,"After a day full of meetings, I gathered the hubster and we headed out to eat some Mexican. I had visions of chips/salsa, and margaritas. We headed to On the Border on Stapley near Baseline but found that this location had closed. Egads. Then we remembered The Salty Senorita across the street. And thus begins the saga. ""Hi, are you here for happy hour?"". We said no but were seated in the bar area anyway. At least we got a booth. Lucky us, huh? Joe ""lots of product in his hair"" brought us menus and took our drink orders. He was pushing a certain type of Tequila and I took the bait, with the stipulation ""on the rocks with salt"". My drink, and hubster's water arrived and we ordered. The chips and salsa AND our dinners arrived at the same time. .Really Joe product??? Chips with the meal? FYI, chips and salsa here aren't complimentary, you have to order and pay for them. It was then we noticed ants had taken over our table. At first we thought it was just a couple but noooooooo. The hubster brought the ants to the attention of Joe product and he feigned concern but did not offer to sit us at another table. Now the hubster's getting annoyed. It's hard to enjoy yourself when you are swashing ants off the table. Our booth was by a window but we didn't see any influx from the window of ants, so we're not sure where they are coming from, but they don't stop. Hubster mentions it a second time, and then, again with feigned concern he offers to move us to a different table. By this time we are almost done eating and I just say let's finish and get the hell out of dodge. Our bill comes, we pay, and hubster asks for the manager. Hell, he's even younger than Joe Product and looks like he just woke up, thus we'll call him Bed Head. Bed Head offers to buy us a drink on the house? Really? That's your solution? He said he'd make sure other patrons aren't seated in this area. Egads, no thanks, we just wanted to leave. We weren't after free food, but the offer of 10% off or some kind of compensation for sharing our entire meal with ants would have been appreciated. A free drink? Hey,maybe one of those $60.00 margaritas would have made everything alright! As far as the food goes-I had the chicken antchiladas (get it, lol) with beans and rice and they were dry. I like my enchiladas with oodles of sauce and cheese, and these had very little sauce with a little design of sour cream on them. Hubster had a steak and avocado salad. He said it was ok. 
This is a never return place for us. 
And a note to Joe Product-chips and salsa should have arrived WITH the drinks, and before the meal.Reflecting back, we were there on Earth day so perhaps having ants share our meal was relevant.
The margarita gets a 7 out of 10 limes as it was pretty good.",review,H5Awp19K54wIct2Oyp170w,1,2,4,5987,1,1
,9mx6uFh_lSj6SOSW4fMWWg,2009-12-04,oumDKass1inZmpqJhFAgiA,4,"Nice bowling alley.  I liked it alot and the staff was very helpful when we could not figure stuff out!  The flatscreens with the score were nice and the animation of Pros were a nice upgrade. We came when their was a deal which was nice.  Thursday- 5 buck cover and free shoes,dollar games, popcorn, beer, and hot dogs all night.... all I gotta say it\s that I did my damage!  The set up for finding a v\ball was far nicer than any other alley I have been to!  Very out of thew way and easy to find what you need!
Very well lit alley with a fun atmosphere!",review,TqkBwRmoEgECElxeY0OgKA,2,2,0,2409,0,0
,qgVS6sBe7JNEI8otg0Y3dg,2009-01-10,QP_NUNRJyydZBabTsvYDQQ,4,"I'm rating this place as a Music Venue and Bar, not as a restaurant. 

UB's seems to be hosting a slew of Metal shows over the next 3 months, which is good to see a place open it's arms and bar to the metal community. 

As far a heavy metal venue goes, its run of the mill. It has enough room to either mosh or sit in the booths along the back wall. 

As far as the bar, the prices seemed slightly on the high side, especially for the ""dive-ness"" this place exhibits. 
Their beer menu had 4 or 5 typos on it, just something to chuckle at, such as Rolling Rook beer, O'Dools, and listed Fat Tire as an import. (Cuz Colorado is SO FAR way). 

Luckily, beer and metal go together, so people tend to pay. 
The old man in the Bolo tie checking ID's was definitely a good sport.",review,-VAF4FC-WKd39_t_RV8XdA,2,2,1,2367,0,0
,oIkwj10HmUiognO68j7jOg,2011-07-15,xPwM_eTRNfnh-yeCx2dKUw,4,"I have never eaten a regular meal here. I usually go for the reverse happy hour from 10-12pm. Cheap drinks, good food and a good atmosphere. The servers here are good. I don't eat sushi myself, but everyone I go with loves the Crunchy Crab Rolls. 

They have three different pizzas, pepperoni, BBQ chicken and cheese. I have had the pepperoni and BBQ chicken. Both were extremely good. I definitely recommend that someone looking for a good time, cheap drinks, and good food.",review,-494b8jvjlI07v9HheHhrw,0,0,0,6287,0,0
,oaakO-X7uOXNxqsxjDSKfg,2012-07-17,1h3koMjfxRMYLTZhTMEbLw,4,"We came to Half Moon Sports Grill to watch the UFC Fight. It's a nice big place, yet we had to get there early since it filled up quick. 

The place is fun, the girls wear short skirts and knee socks. They have a full list of local beers in bottles and on draft. They boast a monthly special, which July's is a burger for 1/2 price if you buy a drink. That's almost $4.50 for a giant burger with fries. Unfortunately I was full from lunch and did some light snacking with my beer drinking. 

First up, I wanted the Watermelon Wheat - Perfect for any hot Arizona day (which is most of them) http://www.yelp.com/biz_photos/iB9By3dVS6BydSUiDHxLyw?select=0TZG-EndU48FUsm_K39bmQ#MrdXI7O_NSKVvqgGTcIYOA

Then, the Dirty Guera Blonde Ale, because I love blonde ales and cute names. It was great and encouraged us to visit Nimbus the next day! http://www.yelp.com/biz_photos/iB9By3dVS6BydSUiDHxLyw?select=0TZG-EndU48FUsm_K39bmQ#5nzmTTMOmGj_sVIxkTM51Q

In between, we ordered a couple appetizers, a gigantic pretzel that was served with both queso and mustard. I love to dipp! http://www.yelp.com/biz_photos/iB9By3dVS6BydSUiDHxLyw?select=0TZG-EndU48FUsm_K39bmQ#lMQuuVAuKQAL-RKfEYkPWg And my guy ordered the Prime Rib Sliders (4) served with carmalized onions, french dip sauce and horseradish. http://www.yelp.com/biz_photos/iB9By3dVS6BydSUiDHxLyw?select=0TZG-EndU48FUsm_K39bmQ#seP7cR-l6f3xjnJtzFQIxA That was a meal in itself, really. 

For Dessert, I ordered the White Chocolate Ale which was by far the most dessert tasting beers I have ever tried. It was so much like a sweet white chcolate, you really need to savor every sip. If you see this anywhere, order it and thank me later. http://www.yelp.com/biz_photos/iB9By3dVS6BydSUiDHxLyw?select=0TZG-EndU48FUsm_K39bmQ#1jzaMBgdEa9YyVasa8rukQ

After all that, I needed a couple sugar free Red Bulls to snap myself back in action. We had a fight to watch and I was not going to be the first to TAP OUT.",review,y8ZCNq8HSGDSx7Vm-NYEOw,4,8,1,6662,0,0
,KBG28p3lGX17hOPoHhq5PQ,2009-04-07,5HC-1puFa5K17sexADkjAQ,5,"This is my first review on Yelp so here you go...

I love Yasu!!  This is by far the best sushi and authentic japanese restaurant in Phoenix.  I have been there numerous times and it never disappoints.  

You have to try their Sumibiyaki which are items cooked over Japanese charcoal, last time I was there I had the beef tongue..sounds weird but its so good

Nigiri/sashimi are a must.  They always have the best selection and daily special, most important...its always fresh...this is definately important!!  The sweet shrimp is my personal favorite and anything else you order, you will find the fish is sliced with great execution.  

Request fresh chopped wasabi, you will never eat sushi with out it again!  

Love this place!!",review,xs_fnNe0hofd7ZOupCjesQ,11,16,7,3863,0,0
,GlfwqH2dY3MKxrRirKeueg,2007-02-06,lX4JnDlOi2bWWWhQVD_Stw,4,"I think Macaroni Grill is a great place to take the fam, little ones included. It's not so much a romantic date spot, but it's still a fun, lively place to have some good Italian food. 

For apps, they have a really good spinach and artichoke dip as well as some tasty mushroom raviolis.

For lunch and dinner, they have tons of pasta, pizza, sandwiches and soups to choose from as well as a pretty good wine and beverage list.

The kiddie menu isn't bad either and if I remember right, they give kids placemats to color on or something along those lines.

If you go, promise me you will try the dessert ravioli! Yum yum yum!",review,0CMz8YaO3f8xu4KqQgKb9Q,1,1,0,3545,0,0
,-KEU36ohRQb19mrbA65Y3Q,2012-02-18,5HZfrW2QgpqJSxRuQYM2Tw,4,One of the best breakfast places in Phoenix.  I love it.,review,3MSa_fdxgsaY9yF9vqmeUg,0,0,1,6527,0,0
,sDozh6iTylTJD26d7xcgGw,2011-09-26,83yTevrDRP6z9867qUO9kw,3,The Tavern on Mill is an average sports bar with cheap drinks and we come here to watch UFC fights because they don't charge a cover. We always leave when the fights end because there are better nightlife options in the area.,review,jopndPrv-H5KW2CfScnw9A,0,0,0,9551,0,0
,XeoeF0twXRV4mUZJgIjc8A,2012-04-07,EXiTtoAhcLtX7h4s5Ddodg,4,"I'ld give 6 stars if possible for each and every appetizer we have had. The tomato soup, caesar salad, beignets, and crab dip are all way more delicious than they have any right to be. However, the stand out is clearly the shrimp canapé - one of the best  appetizers I've ever had. Period. 

The other side of the coin is the at-best mediocre entrees. The first night we had a gift certificate and ordered an absurd amount of food and ended up leaving both the burger and meatloaf largely untouched. On subsequent visits the appetizers were consistently amazing and the variety of entrees just didn't live up to the apps. The blackened tacos were bland and tasteless. The meatloaf was swimming in liquid. The burger bun was overly toothsome and the burger bland. 

Long story short - order appetizers (which there are more than enough of) and you will be happy. Also happy hour is great but the wine is overpriced otherwise. 

Take away = worth it for shrimp canapé if nothing else!",review,iKbTz_0m4rEOB4yTL12VSQ,0,1,0,8862,0,0
,QB1dMlATwesPf6rrJGLQww,2010-08-15,tVah6UCN4p-jOCqh1jMDgw,3,"For a pretty yuppie place, Desert Ridge has a decent enough assortment of shops, assuming of course you can find them.  Sure, you can theoretically pick up some new accents for your living room, a new pair of shoes, some books and the materials to make new candle rings in one go after which you involve yourself with movies and a beer, but you may give up in frustration before you ever find a place to park.

I dearly hope whoever laid this place out is no longer in charge of such projects.  There is no logic whatsoever to the layout.  Trying to drive between the lots can verge on nightmarish.  Needlessly huge islands in the parking lot put leaves in the way of ever finding what's across the way, so navigating the place on foot is often out of the question without even taking the Phoenix summer heat and wretched drivers into consideration.

Desert Ridge probably isn't going anywhere.  I've never been there that it wasn't busy.  It's almost impossible to avoid if you have any significant shopping to do.  But, the restaurants here don't tend to last long.  They come and go before Yelp can ever get to them, leaving an endless strand of big box outlets and bastions of poor fashion sense.",review,ggEHaGGCiUVmE2N5iZy6DA,0,1,1,5081,1,1
,W0eocyGliMbg8NScqERaiA,2011-02-21,IngN3er9lXFtVYKOh-CIBw,1,"Slow service, staff needs more training. There's like 4 managers and none of the know what they are doing, i don't think this place is going to make it. Sorry but you lost 4 very good patrons Saturday night because of your poor customer service",review,6RX-jDD9bhRsiiYvJg-p4w,0,3,0,8552,1,1
,rLv5DPLnO67TCHIbbBWYPA,2012-11-13,G-aG9nPvovalTDJAFqZNPQ,2,"I am from NYC and have been in Phoenix for a few months! This Native NY'er is within walking distance from my hotel. I've been going their for about two months on Friday and Saturday nights for food, drinks and the karaoke. The food was OK, the drinks specials were good and the service was also good. The problem is that when a confrontation erupted at the bar the staff did not respond quilckly to notify the police. So, I ended up geting injured and when I asked them to call the police the did not, I had to. And after the episode they said they hoped It would not affect me not coming back again! Not even a comp or something! Just an I'm sorry what happened! I will not be returning at all. I looked over my nine charges on my statements and seen I had spent over $300 their. There loss!",review,oanHCNCLByQdW_TIgJKzjg,0,0,1,2055,1,1
